Nombre para mostrar;Clr Clb Newucmdb;Clr Service Code;Subtipo;Grupo de administración de configuración;Clr Istatus;Título;Comentarios;Clr Arr Location;Fecha y hora de modificación del sistema
"thor01";"true";"TMP0722";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // MV AMETRINA1 ROL PROVISIONING,DHCP";"CLT153_TRI_DED_GRUPOAVAL008_IPA | Virtualization Layer Software";"20/04/23 22:36:20"
"prdpvwps3gr2int";"true";"ZBHB211";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//MEDELLÍN//DATACENTER EL POBLADO, GTD COLOMBIA, CRA. 45 #14 -111//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb424-gaf03-28-dl360g10)";"22/04/23 21:09:25"
"phv0236";"true";"PRV1011";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP. COMERCIAL CORP. // CORREO // Bogotá // Triara // HOSTING";"CLT115_TRI_DED_GRUPOAVAL002 _FP | Virtualization Layer Software";"18/02/23 21:05:54"
"pacs2";"true";"CLL0189";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA //  DATACENTER TRIARA  // HOSTING (HOSTING VIRTUAL)";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software (c-tfm4567-gbd15-22-sr645)";"17/02/23 22:32:16"
"citrixdemo2";"true";"TMP0742";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DATACENTER // SOP COM CORP // BOGOTA //   TRIARA  // HOSTING DEDICADO //  HOSTING DEDICADO";"CLT115_TRI_DED_GRUPOAVAL002 _FP | Virtualization Layer Software";"18/02/23 21:05:05"
"vmpcacao";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT112_TRI_DED_CONSORCIOPRODUCCION | Virtualization Layer Software (d-ucs0235-fav38-1204-bl460cg9)";"22/04/23 21:15:13"
"win-64abfs9evba";"true";"VES0831";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM COPR // BOGOTA // TTRIARA //   HOSTING (HOSTING DEDICADO)";"CLT220_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3755-gah12-0203-sn550g2)";"14/04/23 22:31:12"
"adsecurity";"true";"FQA0253";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DATA CENTER TRIARA // HOSTING (HOSTING VIRTUAL) // REEMPLAZO OT 16495231";"CLT142_TRI_DED_COREC1_ACI | Virtualization Layer Software (d-fqa0152-gbd15-18-2288hv5)";"17/04/23 22:35:32"
"zarek";"true";"KFFT242";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DATACENTER TRIARA//  HOSTING (HOSTING VIRTUAL) // SIN INFO TCL";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4068-gax15-0211-ch121v5)";"12/04/23 22:37:34"
"xylon";"true";"KFFT204";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//  BOGOTÁ DC // DC TRIARA BOGOTÁ // HOSTING (HOSTING VIRTUAL) // SERVER XYLON";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4078-gai12-0206-ch121v5)";"17/02/23 22:32:59"
"wfm0007-sql";"true";"WFM0007";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI - RACK INTERNO";"";"22/04/23 20:46:23"
"ahcas87-as01";"true";"AHCAS87";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP//CORREO//HOSTING (HOSTING VIRTUAL)//DATACENTER TRIARA//BOGOTA";"";"18/02/23 20:37:14"
"leda";"true";"KFFT182";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING COMPARTIDO";"SOP COM CORP // BOGOTA // DATA CENTER TRIARA // HOSTING VIRTUAL // LEDA";"CLT310_TRI_COM_OCTADECACORE06_ACI | Virtualization Layer Software (d-tfm3141-fbe38-0207-sn550g2)";"18/02/23 21:04:47"
"vmpkoa";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT112_TRI_DED_CONSORCIOPRODUCCION | Virtualization Layer Software (d-cme0296-fav38-1202-bl460cg9.datacenterdhs.local)";"10/04/23 22:39:38"
"cctrsm01";"true";"DHO0037";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO //  BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT118_TRI_DED_COLSANITAS | Virtualization Layer Software (d-dho0017-faz13-0209-bl460g10.datacenterdhs.local)";"15/04/23 21:06:38"
"agi-myeng03ts02";"true";"AUO0121";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL) //  //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"17/02/23 22:33:49"
"asc2";"true";"CCO0011";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"MV - TORRETAS  - GRABADOR BCKP";"CLT310_TRI_COM_OCTADECACORE06_ACI | Virtualization Layer Software";"17/02/23 22:32:11"
"trisrvts02";"true";"OCH0089";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//BOGOTA //TRIARA // HOSTING (HOSTING VIRTUAL) //FO";"CLT141_TRI_DED_CLIGRALNORTE_ACI | Virtualization Layer Software";"18/02/23 21:12:00"
"cmp0531eva01";"true";"CMP0531";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // TRIARA //   HOSTING (HOSTING VIRTUAL)";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"17/02/23 22:36:23"
"wfm2-gea-1-1";"true";"TFM2329";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO // BOGOTÁ // TRIARA // SERVIDOR VIRTUAL PCCAAS BANCOLOMBIA_TRIARA 20 // HOSTING (HOSTING DEDICADO)";"CLT216_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm2487-fbd30-2607-bl460cg10)";"14/04/23 22:31:36"
"vmpficus";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT112_TRI_DED_CONSORCIOPRODUCCION | Virtualization Layer Software (d-ucs0236-em18-0210-bl460cg9)";"18/02/23 21:06:11"
"ahcas93-as52";"true";"AHCAS93";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP//CORREO//HOSTING (HOSTING VIRTUAL)//DATACENTER TRIARA//BOGOTA";"";"18/02/23 20:36:15"
"abacoxserver2";"true";"TFM1355";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SER - proyecto interno AbacoxServer2 de telefonía";"CLT222_TRI_INT_INFRAESTRUCTURA | Virtualization Layer Software (d-tfm2948-gae15-0213-ch121v5)";"14/04/23 22:31:26"
"wfm-3-aval-2-1";"true";"TFM3285";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO BOGOTÁ //TRIARA //SERVIDOR VIRTUAL PCCAAS NUEVOS TENANTS PRODUCTIVOS NEXA TRIARA SERVER 101 //HOSTING (HOSTING VIRTUAL)";"CLT220_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3754-gah12-0202-sn550g2)";"14/04/23 22:31:21"
"ccm-pp01-vum01";"true";"UKL0159";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI - CCM-PP01-VUM01";"CCM-AMP01-CL01 | Virtualization Layer Software (ccm-pp01-amp-ukl0360)";"16/03/23 22:32:21"
"gimaps1_1";"true";"TFM1997";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // CORREO // BOGOTA DATACENTER TRIARA  // HOSTING -  ORDEN DE TRABAJO 1: GIM TRIARA APS";"CLT216_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm2487-fbd30-2607-bl460cg10)";"11/04/23 22:37:04"
"iisap1";"true";"SQH0319";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // CORREO // BOGOTA TRIARA // HOSTING";"CLT138_TRI_DED_SPN472_ACI | Virtualization Layer Software (d-sqh0414-fau38-18-r640)";"18/02/23 21:10:10"
"s-apps";"true";"ADRYO24";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // MEDELLIN  // TRIARA  // HOSTING (HOSTING VIRTUAL)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4073-gai12-0201-ch121v5)";"17/02/23 22:38:07"
"wfm-1-aval-2-1";"true";"TFM3284";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO BOGOTÁ //TRIARA //SERVIDOR VIRTUAL PCCAAS NUEVOS TENANTS PRODUCTIVOS NEXA TRIARA SERVER 101 //HOSTING (HOSTING VIRTUAL)";"CLT220_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3756-gah12-0204-sn550g2)";"14/04/23 22:31:23"
"gir-icon1-1";"true";"TFM4592";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_MIGRACIÓN_SERVIDORES_PROYECTO_PCCAAS_2008_VIRTUAL_8";"CLT220_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3755-gah12-0203-sn550g2)";"14/04/23 22:31:44"
"fiducl01";"true";"SFD0111";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL // CORREO // BOGOTA // Datacenter TRIARA // HOSTING (Hosting Virtual)";"CLT127_TRI_DED_FIDUAGRARIA_FP | Virtualization Layer Software (d-sfd0085-eq18-0210-ch121v3)";"31/03/23 22:40:59"
"wpollerprod24";"true";"ZAZ0133";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_MIGRACION_SERVIDORES_WINDOWS_OBSOLETOS_VIRTUAL_6";"CLT232_TRI_INT_INFRAESTRUCTURA_OSS | Virtualization Layer Software (d-tfm4491-if315-33-1288hv5)";"20/03/23 22:42:22"
"roma";"true";"CME0304";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"pruebas E1 DE voz";"";"22/04/23 20:42:06"
"wipaapprdgci01";"true";"SAS0206";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"WIPAAPPRDGCI01 GCI";"CLT126_TRI_DED_GRUPOAVAL004_FP | Virtualization Layer Software (d-tfm3636-cv20-0205-ch121v3)";"18/02/23 21:11:35"
"asc1";"true";"CCO0010";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"PROYECTO TORRETAS - GRABADOR 1";"CLT310_TRI_COM_OCTADECACORE06_ACI | Virtualization Layer Software (d-tfm3141-fbe38-0207-sn550g2)";"17/02/23 22:35:48"
"fkb-webcont";"true";"FKB0016";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"** FIMPROEX  2017 // SERVIDOR WEB CONTINGENCIA FIMPROEX";"CLT302_ORT_COM_DECACORE002 | Virtualization Layer Software (c-tfm1761-oae06-2308-bl680g7.datacenterdhs.local)";"21/04/23 22:46:09"
"srvadp2";"true";"PJG0015";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOAV CORP // BOGOTA	FACILPASS  HOSTING";"CLT104_ORT_DED_GRUPOAVAL | Virtualization Layer Software (d-tfm1343-oae06-1306-bl680g7.datacenterdhs.local)";"18/02/23 21:16:30"
"fkb-bdcont";"true";"FKB0018";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"** FIMPROEX  2017 // SERVIDOR DB CONTINGENCIA FIMPROEX";"CLT302_ORT_COM_DECACORE002 | Virtualization Layer Software (c-tfm1761-oae06-2308-bl680g7.datacenterdhs.local)";"17/02/23 22:41:22"
"cctrps01";"true";"DHO0019";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO //  BOGOTÁ //TRIARA // HOSTING// Excluidos // Hosting";"";"17/02/23 21:30:38"
"prdpvwprmsap2";"true";"ZBHB514";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP  // MEDELLIN // DATACENTER EL POBLADO, GTD COLOMBIA, CARRERA 45 #14 -111 // SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES) //  //AUTOMATICO MASIVO INCIDENTES";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb422-gae03-29-dl360g10)";"21/03/23 22:41:12"
"ma12-triara";"true";"TFM1319";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI - SERVIDOR FISICO PLATAFORMA BACKUP";"";"18/02/23 20:03:21"
"helike";"true";"KFFT068";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO BOGOTA //TRIARA //HOSTING (HOSTING VIRTUAL) //";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4078-gai12-0206-ch121v5)";"25/02/23 21:21:56"
"eos";"true";"GEG0034";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"Un(1) Servidor virtual AD – Hosting dedicado";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software (c-tfm4569-gaf03-08-sr645)";"17/02/23 22:35:26"
"ceres";"true";"FLP0234";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO //    BOGOTÁ // TRIARA // HOSTING (HOSTING VIRTUAL) //  FLP0234";"CLT308_TRI_COM_OCTADECACORE04_FP | Virtualization Layer Software (c-tfm2534-cn05-0204-ch121v5.datacenterdhs.local)";"17/02/23 22:38:42"
"prdpvwps3gr2rb2";"true";"ZBHB213";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//MEDELLÍN//DATACENTER EL POBLADO, GTD COLOMBIA, CRA. 45 #14 -111//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb423-gaf03-29-dl360g10)";"21/03/23 22:35:31"
"ad-conect";"true";"SQH0450";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL) //";"CLT137_TRI_DED_SPN472_ACI | Virtualization Layer Software (d-sqh0416-faz05-28-r640)";"28/02/23 22:35:36"
"vmpacerolo";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT154_TRI_DED_CONSORCIO | Virtualization Layer Software (d-cme0293-gbc15-33-dl360g10)";"15/04/23 21:07:47"
"democrito";"true";"FLP0093";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO //    BOGOTÁ // TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT306_TRI_COM_OCTADECACORE02_FP | Virtualization Layer Software (c-tfm2439-eq18-0211-ch121v3)";"17/02/23 22:33:31"
"rhea";"true";"KFFT160";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO // BOGOTA // TRIARA // HOSTING (Hosting Virtual-RHEA) // KFFT160 - RHEA";"CLT310_TRI_COM_OCTADECACORE06_ACI | Virtualization Layer Software (d-tfm3141-fbe38-0207-sn550g2)";"18/02/23 21:07:07"
"prdpvwtrpaap";"true";"ZBHB532";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA // DATACENTER TRIARA  KILOMETRO  7 5 VIA SIBERIA CELTA TRADE PARK (FUNZA  CUNDINAMARCA) // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb424-gaf03-28-dl360g10)";"21/03/23 22:39:19"
"prdpvwpniifdb";"true";"ZBHB368";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb424-gaf03-28-dl360g10)";"21/03/23 22:36:08"
"gir-esm-tnc-1-1";"true";"TFM3354";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO BOGOTÁ //TRIARA //SERVIDOR VIRTUAL PCCAAS NUEVOS TENANTS PRODUCTIVOS NEXA TRIARA SERVER 192 //HOSTING (HOSTING VIRTUAL)";"CLT220_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3753-gah12-0201-sn550g2)";"14/04/23 22:31:35"
"prdpvwts2gap1";"true";"ZBHB345";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"";"22/04/23 20:45:44"
"wipaappruiis01";"true";"SAS0199";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"WIPAAPPRUISO01 ISOLUCIÓN";"CLT126_TRI_DED_GRUPOAVAL004_FP | Virtualization Layer Software (d-tfm4560-cv20-0208-ch121v3)";"18/02/23 21:07:23"
"cm-ia-mesccc2-1";"true";"TFM2602";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SERVIDOR ORTEZAL CM-IA-MESCCC2-1 - PCAAS OMNICANALIDAD";"CLT203_PCAAS_ORTEZAL | Virtualization Layer Software (d-tfm3240-ac19-0402-sn550g2)";"15/04/23 21:07:46"
"prdpvwpwsusap";"true";"ZBHB086";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA // REEMPLAZO DE OT 16396988";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb424-gaf03-28-dl360g10)";"21/04/23 22:37:35"
"forticlientems";"true";"TDY0093";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// BOGOTA // DC TRIARA  // HOSTING (HOSTING VIRTUAL)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4068-gax15-0211-ch121v5)";"17/04/23 22:39:11"
"vmpbaobab";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT102_CLI_DED_CONSORCIOCRA69_FP | Virtualization Layer Software";"18/02/23 21:05:12"
"hdvmdbservera";"true";"TFM1755";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI - INFRAESTRUCTURA DVM-A";"";"22/04/23 20:45:45"
"cmscms1";"true";"TFM3778";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_ACTUALIZACION_CMDB_VIRTUAL_4";"CLT221_TRI_INT_GESTIONCLARO | Virtualization Layer Software (d-tfm2940-gae15-0205-ch121v5)";"17/02/23 22:32:26"
"webadapto1";"true";"SQH0313";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // CORREO // BOGOTA TRIARA // HOSTING";"CLT138_TRI_DED_SPN472_ACI | Virtualization Layer Software";"13/03/23 22:38:24"
"fbk-db";"true";"FKB0012";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"** FIMPROEX  2017 // SERVIDOR BD PRODUCCION";"CLT310_TRI_COM_OCTADECACORE06_ACI | Virtualization Layer Software (d-tfm3141-fbe38-0207-sn550g2)";"17/02/23 22:31:51"
"iismyvitale-1";"true";"IRD0358";"Windows";"Datacenter - Admin Microsoft";"(activo)";"SERVIDORES VIRTUALES";"VENTAS CLOUD CORP // Servidores Virtuales // Win 2008 R2 Ent - (RAM 1 GB, vCPU 1, DD 50GB)";"";"22/04/23 20:44:11"
"tarificador-av";"true";"AVV4421";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA //  CONTROL DE LLAMADAS - HOSTING  //  SERVIDOR VIRTUAL TARIFICADOR";"CLT153_TRI_DED_GRUPOAVAL008_IPA | Virtualization Layer Software";"17/02/23 22:38:16"
"wfm-1-aval-1-1";"true";"TFM3277";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO BOGOTÁ //TRIARA //SERVIDOR VIRTUAL PCCAAS NUEVOS TENANTS PRODUCTIVOS NEXA TRIARA SERVER 101 //HOSTING (HOSTING VIRTUAL)";"CLT219_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3774-fbe41-0205-sn550g2)";"01/04/23 21:18:33"
"vmpyarumo";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT112_TRI_DED_CONSORCIOPRODUCCION | Virtualization Layer Software (d-cme0296-fav38-1202-bl460cg9.datacenterdhs.local)";"18/02/23 21:14:12"
"3c_domain_sec";"true";"WZPM008";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// BOGOTA // TRIARA // HOSTING (HOSTING DEDICADO)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4076-gai12-0204-ch121v5)";"22/04/23 21:15:42"
"bbddsql3n";"true";"SQH0311";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // CORREO // BOGOTA TRIARA // HOSTING";"CLT138_TRI_DED_SPN472_ACI | Virtualization Layer Software";"17/02/23 22:42:01"
"svr-guyana";"true";"FLP0060";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO //    BOGOTÁ // TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software (c-tfm3083-cn05-0215-ch121v5.datacenterdhs.local)";"17/04/23 22:35:29"
"vmpebro";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT154_TRI_DED_CONSORCIO | Virtualization Layer Software (d-cme0293-gbc15-33-dl360g10)";"15/04/23 21:11:47"
"crd-ortzpru-067";"true";"ASY0067";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA  // DATA CENTER TRIARA // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT303_ORT_COM_DECACORE003 | Virtualization Layer Software (c-tfm4314-aav16-35-1288hv5)";"17/02/23 22:34:35"
"obgwp1";"true";"TFM2149";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_GESTIÓN_Y_MONITOREO_PROY_SOC_VIRTUAL_32";"CLT212_TRI_INT_GESTION_MONITOREO | Virtualization Layer Software (d-tfm2014-ef26-3536-rh2288v3)";"21/04/23 22:35:22"
"prdpvwpdigap8";"true";"ZBHB432";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//MEDELLÍN//DATACENTER EL POBLADO, GTD COLOMBIA, CARRERA 45 #14 -111//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA // REEMPLAZO DE OT 16397236";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb420-gae03-27-dl360g10)";"21/03/23 22:33:38"
"avamar-wsar";"true";"UKL0260";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI - AVAMAR-WSAR";"CCM-PP01-CL01 | Virtualization Layer Software (ccm-pp01-cl01-esxvs001.cloudclaro.co)";"10/04/23 22:40:13"
"y2rytprd1";"true";"UEV0161";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//  BOGOTA // DC TRIARA // HOSTING (HOSTING VIRTUAL) //";"CLT309_TRI_COM_OCTADECACORE05_ACI | Virtualization Layer Software (c-tfm3137-fbe38-0203-sn550g2)";"15/04/23 21:09:40"
